Modelo,Acurácia,Precisão,Recall,F1-score
Ramdom forest,0.9555555555555556,0.9614814814814815,0.9555555555555556,0.9558356676003734
SVC,0.9555555555555556,0.9614814814814815,0.9555555555555556,0.9558356676003734
Regressão logística,0.9333333333333333,0.9352007469654529,0.9333333333333333,0.933615520282187
Árvore de decisão,0.9555555555555556,0.9614814814814815,0.9555555555555556,0.9558356676003734
KNeighbors,0.9111111111111111,0.9172222222222222,0.9111111111111111,0.9116713352007471
