Modelo,Acurácia,Precisão,Recall,F1-score
Ramdom forest,0.9111111111111111,0.9172222222222222,0.9111111111111111,0.9116713352007471
SVC,0.9333333333333333,0.9458333333333333,0.9333333333333333,0.9337513061650994
Regressão logística,0.9555555555555556,0.9614814814814815,0.9555555555555556,0.9558356676003734
Árvore de decisão,0.9777777777777777,0.9793650793650793,0.9777777777777777,0.9778718400940623
KNeighbors,0.9111111111111111,0.9320261437908496,0.9111111111111111,0.9114814814814814
