Modelo,Acurácia,Precisão,Recall,F1-score
Ramdom forest,0.9333333333333333,0.9342592592592592,0.9333333333333333,0.9330752688172043
SVC,0.9333333333333333,0.9342592592592592,0.9333333333333333,0.9330752688172043
Regressão logística,0.9333333333333333,0.9342592592592592,0.9333333333333333,0.9330752688172043
Árvore de decisão,0.9111111111111111,0.9149138443256091,0.9111111111111111,0.9101851851851852
KNeighbors,0.9333333333333333,0.9342592592592592,0.9333333333333333,0.9330752688172043
