Modelo,Acurácia,Precisão,Recall,F1-score
Ramdom forest,0.9333333333333333,0.9342592592592592,0.9333333333333333,0.9330752688172043
SVC,0.9777777777777777,0.9793650793650793,0.9777777777777777,0.9778061586490706
Regressão logística,0.9777777777777777,0.9793650793650793,0.9777777777777777,0.9778061586490706
Árvore de decisão,0.9111111111111111,0.9149138443256091,0.9111111111111111,0.9101851851851852
KNeighbors,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
