Modelo,Acurácia,Precisão,Recall,F1-score
Ramdom forest,0.9777777777777777,0.9791666666666666,0.9777777777777777,0.9776917562724015
SVC,0.9777777777777777,0.9791666666666666,0.9777777777777777,0.9776917562724015
Regressão logística,0.9777777777777777,0.9791666666666666,0.9777777777777777,0.9776917562724015
Árvore de decisão,0.9555555555555556,0.9607843137254902,0.9555555555555556,0.9550925925925925
KNeighbors,0.9777777777777777,0.9791666666666666,0.9777777777777777,0.9776917562724015
